Company Name,Average Anual Invoice,Average Anual value,Avg. Days diff,Avg. Item/Invoice,Distinct Item,Distinct Month,Gross Value HC,Inv-Pay gap,No. of Invoice,No. of Order,Pending Amount,Company Type
Company 528,3.333333333,568581.3333,4,2,2,8,1705744,59,10,11,200000,Private
Company 529,2,72244.525,20.33333333,1.875,7,5,288978.1,201,8,11,2804.71,Private
Company 530,1,15142,7.5,1,2,2,30284,468,2,2,0,Private
Company 531,1,99297.52667,25.66666667,1.666666667,5,2,297892.58,364.5,3,4,0,Private
Company 532,1,15952.8,38,1,1,1,15952.8,,1,1,0,Private
Company 533,2.25,100031.7875,3.5,2,7,6,400127.15,138.625,9,10,0,Private
Company 534,1,11387.25,,1,1,1,11387.25,,1,3,,Private
Company 535,1,698190,,4,3,1,698190,,1,1,,Private
Company 536,1,30600,,2,2,1,30600,,1,1,,Private
Company 537,1,8670,,1,1,1,8670,,1,3,,Private
Company 538,1.5,159885,,1,1,3,319770,225.5,3,4,,Private
Company 539,3,94619,,1.666666667,3,3,94619,82,3,3,,Private
Company 540,1,54002.81,40,1,1,1,54002.81,,1,3,53747,Private
Company 541,1,523525.2,2,5,5,1,523525.2,,1,1,0,Private
Company 542,1,2448,4,1,1,1,2448,,1,1,0,Private
Company 543,2,49247.7,5,1,2,2,49247.7,99,2,2,0,Private
Company 544,1.75,145188.5775,30,1.285714286,7,6,580754.31,167.4,7,10,0,Private
Company 545,1,46829.48,39,3,3,1,46829.48,,1,1,0,Private
Company 546,2,25716,5.333333333,1,2,4,77148,293,6,7,30375,Private
Company 547,1,139487.88,,4,4,1,139487.88,,1,1,,Private
Company 548,1,10450,,1,1,1,10450,,1,1,,Private
Company 549,1.333333333,103571.33,45,1.25,5,3,310713.99,305,4,5,0,Private
Company 550,1,7595,19,1,1,1,7595,,1,1,0,Private
Company 551,2.25,68061.9625,,1.111111111,7,7,272247.85,167,9,9,,Private
Company 552,2.333333333,245626.7767,16,1,2,6,736880.33,150.6666667,7,8,0,Private
Company 553,1.5,190380.94,15.625,1,1,3,380761.88,115,3,9,0,Private
Company 554,4.4,327949.702,20.72727273,1.5,23,11,1639748.51,69.35,22,22,0,Private
Company 555,1,12651.25,6,1,2,2,25302.5,187,2,2,0,Private
Company 556,1,38760,,2,2,1,38760,,1,1,,Private
Company 557,1.5,14762.65,,1.666666667,4,2,29525.3,383.5,3,4,,Private
Company 558,1.5,21802.5,6,1,2,3,43605,105.5,3,3,0,Private
Company 559,1.25,24467.25,,1,4,4,97869,263.75,5,6,,Private
Company 560,1.6,38538.9,5,1,1,6,192694.5,183.2857143,8,11,0,Private
Company 561,1,227749.125,40,22.5,44,2,455498.25,689,2,2,0,Private
Company 562,1,603750,,1,1,1,603750,,1,1,,Private
Company 563,1,10176,1,1,1,1,10176,,1,2,0,Private
Company 564,2.25,16165.1875,16,1.111111111,4,8,64660.75,124.625,9,10,0,Private
Company 565,5,678326.2625,23.30769231,1.35,18,11,2713305.05,83.625,20,23,0,Private
Company 566,1,138069.65,42,1,2,2,276139.3,388,2,2,0,Private
Company 567,2,652585.22,22.81818182,1,1,2,652585.22,220,2,6,0,Private
Company 568,6.8,87794.97,3.642857143,1,4,10,438974.85,47.13333333,34,40,0,Private
Company 569,1,37095.76,23.25,2,2,1,37095.76,,1,3,0,Private
Company 570,1,12967.5,,2,2,1,12967.5,,1,1,,Private
Company 571,1,81900,,1,1,1,81900,,1,1,,Private
Company 572,1.666666667,39090.15333,,1,4,5,117270.46,223.75,5,5,,Private
Company 573,1,4830,,1,1,1,4830,,1,1,,Private
Company 574,2,8466.01,1,1.5,3,1,8466.01,,2,2,0,Private
Company 575,1,108477,,2,2,1,108477,,1,1,,Private
Company 576,1,1314.61,37,2,1,1,1314.61,,1,1,0,Private
Company 577,1,11235.96,,1,1,1,11235.96,,1,1,,Private
Company 578,1,3999,4,1,1,3,11997,679,3,3,0,Private
Company 579,1,16800,,1,1,1,16800,,1,1,,Private
Company 580,1,16294.5,5,2,2,1,16294.5,,1,1,0,Private
Company 581,1,25080,,1,1,1,25080,,1,2,,Private
Company 582,1,6120,10,1,1,1,6120,,1,1,0,Private
Company 583,3.6,163256.498,61.52631579,1.055555556,8,9,816282.49,101.7142857,18,29,0,Private
Company 584,1.333333333,3424810.48,,3.25,6,4,10274431.44,151,4,5,,Private
Company 585,1,5750,129,1,1,1,5750,,1,1,5000,Private
Company 586,1,29479.45,,2,2,1,29479.45,,1,3,,Private
Company 587,1.5,635840.4,,2.666666667,8,3,1271680.8,211,3,10,,Private
Company 588,2,83599.2,1,1,2,2,83599.2,38,2,2,0,Private
Company 589,1,2415,2,1,1,1,2415,,1,1,0,Private
Company 590,1,17499.99,11,1,1,1,17499.99,,1,1,0,Private
Company 591,1.333333333,35362,,1,2,4,106086,329.3333333,4,6,,Private
Company 592,1,23959.05,121.5,1,1,1,23959.05,,1,2,23959,Private
Company 593,1,59700.24,,1,1,1,59700.24,,1,1,,Private
Company 594,1,367010,,2,2,1,367010,,1,,,Private
Company 595,1,3090,,1,1,1,3090,,1,1,,Private
Company 596,1.333333333,3443.956667,11.5,2.25,1,3,10331.87,179.3333333,4,4,0,Private
Company 597,4,112485,,1.25,5,3,112485,78.66666667,4,4,,Private
Company 598,1.5,12836.25,1,1.333333333,3,5,51345,171.4,6,6,0,Private
Company 599,3,51469.4,14,2,6,1,51469.4,7,3,5,0,Private
Company 600,1,2438,7,1,1,1,2438,,1,1,0,Private
Company 601,2,506720,4.5,1,2,2,506720,13,2,2,0,Private
Company 602,3,192608.9767,187.8571429,6.333333333,56,6,577826.93,89.625,9,8,2856,Private
Company 603,1.5,87375.75,33.33333333,1,3,1,174751.5,381,3,3,0,Private
Company 604,4.333333333,593716.9367,69.58333333,10.38461539,135,8,1781150.81,88.16666667,13,14,0,Private
Company 605,2,1404541.305,274.5555556,2,4,2,2809082.61,11.5,4,6,3213271.1,Private
Company 606,1.333333333,109292.6033,402.25,14,35,3,327877.81,591,4,4,0,Private
Company 607,1.5,394466.95,137,4,12,2,788933.9,45,3,3,738340,Private
Company 608,1,104370.2,192.6666667,2.5,5,2,208740.4,482,2,4,2003578,Private
Company 609,1,17073.9,,1,2,2,34147.8,668,2,2,,Private
Company 610,1,15606,,1,1,1,15606,,1,1,,Private
Company 611,1,228353.36,63,3,3,1,228353.36,,1,3,0,Private
Company 612,1,55306.35667,61.66666667,1.333333333,4,3,165919.07,411,3,3,0,Private
Company 613,2,9371.25,1.5,1,3,4,18742.5,177,4,4,0,Private
Company 614,1,2520,3,1,1,1,2520,,1,1,0,Private
Company 615,3,41221.84,35.57142857,1,3,3,41221.84,71,3,6,0,Private
Company 616,3.75,206944.385,27.92857143,1.266666667,5,10,827777.54,89.23076923,15,15,0,Private
Company 617,1,2520,,1,1,1,2520,,1,1,,Private
Company 618,1,5999.64,,1,1,1,5999.64,,1,1,,Private
Company 619,1,58900,1,1,1,1,58900,,1,1,0,Private
Company 620,6.8,144226.128,27.86046512,1.205882353,10,11,721130.64,47.51724138,34,41,1959.5,Private
Company 621,1,14351.25,,1,1,1,14351.25,,1,1,,Private
Company 622,1,23674.875,,1,1,2,47349.75,886,2,2,,Private
Company 623,2,32970,6,2,2,2,32970,51,2,4,0,Private
Company 624,1,23646,,1,1,1,23646,,1,1,,Private
Company 625,1,3780,,1,1,2,7560,410,2,2,,Private
Company 626,2,140516.875,19.66666667,1,5,7,562067.5,153.7142857,8,6,0,Private
Company 627,1.5,42326.25,63.66666667,2,6,3,84652.5,73.5,3,4,0,Private
Company 628,1,16668.75,1,1,1,1,16668.75,,1,1,0,Private
Company 629,1,6625,,1,1,1,6625,,1,1,,Private
Company 630,1,12312.3,,1,1,1,12312.3,,1,1,,Private
Company 631,2,75607,7.857142857,1,4,5,226821,126.8,6,8,0,Private
Company 632,1,4410,,1,1,1,4410,,1,1,,Private
Company 633,1,3630.36,,1,1,2,7260.72,433,2,2,,Private
Company 634,1,58767.865,27,1,2,2,117535.73,1006,2,3,0,Private
Company 635,1,2544,,1,1,1,2544,,1,3,,Private
Company 636,1,2532,,1,1,1,2532,,1,1,,Private
Company 637,1,6825,1,1,1,1,6825,,1,1,0,Private
Company 638,1.666666667,56106.66667,53.25,2,3,5,168320,202.75,5,5,0,Private
Company 639,1,7311,12,1,1,1,7311,,1,1,0,Private
Company 640,1.25,15830.5025,6.166666667,1,1,5,63322.01,305.5,5,8,11978,Private
Company 641,1.5,14054,,1,2,3,28108,299.5,3,3,,Private
Company 642,1.5,48801.02,,1,2,3,97602.04,51,3,3,,Private
Company 643,2.25,162769.18,40.5,1,7,6,651076.72,125.5714286,9,8,0,Private
Company 644,1,2415,1,1,1,1,2415,,1,1,0,Private
Company 645,1,35190,,2,2,1,35190,,1,1,,Private
Company 646,5.333333333,2281593.657,60.38461539,5.75,38,8,6844780.97,97,16,16,3478118,Private
Company 647,7.5,498489.46,6,1.033333333,4,10,1993957.84,30.5,30,44,339683,Private
Company 648,1.666666667,122957.25,4.5,1,1,4,368871.75,323,5,5,0,Private
Company 649,1,123384,11.5,1,1,1,123384,,1,1,0,Private
Company 650,67.2,21387156.9,91.51622419,2.845238095,795,12,106935784.5,6.789719626,336,397,7673399,Private
Company 651,1,71126,,1,1,1,71126,,1,1,,Private
Company 652,1,22959.6,5,2,2,1,22959.6,,1,5,0,Private
Company 653,1.5,17035,3,1.333333333,3,3,34070,126.5,3,3,0,Private
Company 654,1,3263.25,1,1,1,1,3263.25,,1,2,0,Private
Company 655,2,63605.86,,1,3,3,127211.72,349,4,8,,Private
Company 656,1,29376,4,1,1,1,29376,,1,1,0,Private
Company 657,1,4725,,1,1,1,4725,,1,1,,Private
Company 658,1,15750,,1,1,1,15750,,1,1,,Private
Company 659,1.5,94489.65,,1.666666667,4,2,188979.3,250,3,3,,Private
Company 660,2,7279.9,,1.5,3,1,7279.9,,2,2,,Private
Company 661,1,8215,155,1,1,1,8215,,1,2,1955215,Private
Company 662,3.666666667,291544,44.55555556,4.727272727,27,3,874632,198.8,11,9,271384,Private
Company 663,2,201185.0067,202.3333333,5.666666667,27,5,603555.02,202.25,6,5,295782,Private
Company 664,1,2532,,1,1,1,2532,,1,1,,Private
Company 665,1,6460.7,,2,1,2,12921.4,156,2,2,,Private
Company 666,1,7877.5,54,4,1,1,7877.5,,1,1,0,Private
Company 667,1,5052,1.5,1,1,2,10104,234,2,2,0,Private
Company 668,2,7462.05,5,1.5,3,1,7462.05,,2,2,0,Private
Company 669,4,877655.885,6.666666667,3,6,6,1755311.77,41.42857143,8,7,0,Private
Company 670,1,33098.5,,1,2,2,66197,384,2,5,,Private
Company 671,2,19872,8,1,1,2,19872,98,2,2,0,Private
Company 672,1,5712,,1,1,1,5712,,1,1,,Private
Company 673,1,2532,,1,1,1,2532,,1,1,,Private
Company 674,1,9450,,1,1,1,9450,,1,1,,Private
Company 675,3,94925.63,4.166666667,1.777777778,11,7,284776.89,110.125,9,9,0,Private
Company 676,1,9402.75,,2,2,1,9402.75,,1,2,,Private
Company 677,1.666666667,51151.1,,2,7,5,153453.3,164.5,5,6,,Private
Company 678,2,21577.5,4.5,1,1,2,21577.5,22,2,2,0,Private
Company 679,2,27666,1,1,1,2,27666,37,2,2,0,Private
Company 680,2,408000,18,3,5,1,408000,8,2,1,204000,Private
Company 681,5.333333333,602520.4067,62.47058824,1.1875,9,5,1807561.22,111.2857143,16,15,186172,Private
Company 682,1,6877.5,5,2,2,1,6877.5,,1,1,0,Private
Company 683,5,165249.125,8.769230769,1,1,10,660996.5,60.57894737,20,15,67032,Private
Company 684,13.8,1082684.64,24.33333333,1.695652174,20,12,5413423.2,41.70588235,69,71,0,Private
Company 685,16.66666667,2631930.287,208.3617021,2.84,97,12,7895790.86,20.36842105,50,50,0,Private
Company 686,2.5,168540,346.5454545,1,1,4,337080,123.6666667,5,5,86944,Private
Company 687,8.2,569012.578,1623.391304,1.12195122,38,12,2845062.89,37.86842105,41,51,150297,Private
Company 688,1,127051.05,,1,2,2,254102.1,577,2,9,,Private
Company 689,1.666666667,42892.5,,1.2,5,4,128677.5,141.75,5,6,,Private
Company 690,1,2447.55,,1,1,1,2447.55,,1,1,,Private
Company 691,1,15300,37,1,1,1,15300,,1,1,0,Private
Company 692,3,309403.74,44.375,1.111111111,3,8,928211.22,148.75,9,13,0,Private
Company 693,1,55715.21,,1,1,1,55715.21,,1,1,,Private
Company 694,1,7087.5,2,1,1,1,7087.5,,1,1,0,Private
Company 695,20,1244910.952,44.5840708,1.43,16,11,6224554.76,22.41935484,100,143,0,Private
Company 696,3,458124.195,83.375,5,26,5,916248.39,152.4,6,7,501590,Private
Company 697,1,12116,,1,1,1,12116,,1,1,,Private
Company 698,1,223519.23,,2,2,1,223519.23,,1,1,,Private
Company 699,3.4,94454.46,35.66666667,1.058823529,8,9,472272.3,80.8125,17,25,0,Private
Company 700,1,6046.56,,1,1,1,6046.56,,1,1,,Private
Company 701,1,41170.5,,1,1,1,41170.5,,1,1,,Private
Company 702,1,35647.5,,4,4,1,35647.5,,1,1,,Private
Company 703,1,15449.5,,1,1,1,15449.5,,1,1,,Private
Company 704,1,9725.7,,1,1,2,19451.4,597,2,2,,Private
Company 705,1,95000,,1,1,1,95000,,1,1,,Private
Company 706,1,2809,,1,1,1,2809,,1,1,,Private
Company 707,1,105911.19,,1,1,1,105911.19,,1,1,,Private
Company 708,1,5222.25,3,1,1,1,5222.25,,1,1,0,Private
Company 709,2,180993.955,2,1.25,4,2,361987.91,206,4,4,0,Private
Company 710,2,41251.38,7.5,3,6,1,41251.38,11,2,2,0,Private
Company 711,1,13489.5,,1,1,1,13489.5,,1,1,,Private
Company 712,1,62150,1,1,1,1,62150,,1,1,0,Private
Company 713,3.666666667,458272.5,38.5,1,2,6,1374817.5,64.5,11,14,789172,Public
Company 714,4.5,56844.375,3.833333333,1,2,6,113688.75,34,9,9,0,Public
